index,date,iso_code,total_vacc
5868,2021-11-14,ETH,6197435.438328981
5869,2021-11-15,ETH,6216948.642010927
5870,2021-11-16,ETH,6236147.22862041
5871,2021-11-17,ETH,6254967.302416444
5872,2021-11-18,ETH,6273501.234415889
5873,2021-11-19,ETH,6291746.24654305
5874,2021-11-20,ETH,6309705.811392546
5875,2021-11-21,ETH,6327380.6234833
5876,2021-11-22,ETH,6344771.377334237
5877,2021-11-23,ETH,6361878.76746428
5878,2021-11-24,ETH,6378705.571949124
5879,2021-11-25,ETH,6395254.568864465
5880,2021-11-26,ETH,6411525.758210301
5881,2021-11-27,ETH,6427524.001619101
5882,2021-11-28,ETH,6443249.993609786
5883,2021-11-29,ETH,6458705.817739129
5884,2021-11-30,ETH,6473895.641120672
5885,2021-12-01,ETH,6488821.547311187
5886,2021-12-02,ETH,6503485.619867444
5887,2021-12-03,ETH,6517890.636865139
5888,2021-12-04,ETH,6532040.765417814
5889,2021-12-05,ETH,6545937.394563317
5890,2021-12-06,ETH,6559583.996896267
5891,2021-12-07,ETH,6572984.045011282
5892,2021-12-08,ETH,6586139.622465134
5893,2021-12-09,ETH,6599054.201852441
5894,2021-12-10,ETH,6611730.5612488985
5895,2021-12-11,ETH,6624171.478730202
5896,2021-12-12,ETH,6636380.426890969
5897,2021-12-13,ETH,6648360.183806896
5898,2021-12-14,ETH,6660113.527553678
5899,2021-12-15,ETH,6671645.31976378
5900,2021-12-16,ETH,6682955.560437202
5901,2021-12-17,ETH,6694049.805725336
5902,2021-12-18,ETH,6704930.139184952
5903,2021-12-19,ETH,6715600.033410668
5904,2021-12-20,ETH,6726062.266478181
5905,2021-12-21,ETH,6736320.310982108
5906,2021-12-22,ETH,6746376.250479221
5907,2021-12-23,ETH,6756234.946601987
5908,2021-12-24,ETH,6765897.0938693285
5909,2021-12-25,ETH,6775368.248432636
5910,2021-12-26,ETH,6784649.799329758
5911,2021-12-27,ETH,6793745.913674235
5912,2021-12-28,ETH,6802657.980503917
5913,2021-12-29,ETH,6811390.861451268
5914,2021-12-30,ETH,6819945.945554137
5915,2021-12-31,ETH,6828326.705407143
5916,2022-01-01,ETH,6836536.613604903
5917,2022-01-02,ETH,6844577.75370419
5918,2022-01-03,ETH,6852453.598299623
5919,2022-01-04,ETH,6860167.619985819
5920,2022-01-05,ETH,6867721.207800627
5921,2022-01-06,ETH,6875117.834338665
5922,2022-01-07,ETH,6882359.583156705
5923,2022-01-08,ETH,6889451.315887213
5924,2022-01-09,ETH,6896393.727049112
5925,2022-01-10,ETH,6903190.289237022
5926,2022-01-11,ETH,6909843.086007714
5927,2022-01-12,ETH,6916356.2844747305
5928,2022-01-13,ETH,6922729.190119147
5929,2022-01-14,ETH,6928968.0536112785
5930,2022-01-15,ETH,6935073.569470048
5931,2022-01-16,ETH,6941049.210290074
5932,2022-01-17,ETH,6946895.6705902815
5933,2022-01-18,ETH,6952617.117484212
5934,2022-01-19,ETH,6958216.329047561
5935,2022-01-20,ETH,6963692.610761404
5936,2022-01-21,ETH,6969052.90781498
5937,2022-01-22,ETH,6974295.83117044
5938,2022-01-23,ETH,6979424.15890348
5939,2022-01-24,ETH,6984441.363608718
5940,2021-10-27,FRO,5935505.960460186
5941,2021-10-28,FRO,5946157.797193885
5942,2021-10-29,FRO,5962413.707123399
5943,2021-10-30,FRO,5981422.690066695
5944,2021-10-31,FRO,6001899.191495895
5945,2021-11-01,FRO,6023084.10222733
5946,2021-11-02,FRO,6044534.319187641
5947,2021-11-03,FRO,6065993.564893961
5948,2021-11-04,FRO,6087314.601334453
5949,2021-11-05,FRO,6108416.169795036
5950,2021-11-06,FRO,6129250.348469973
5951,2021-11-07,FRO,6149791.440159082
5952,2021-11-08,FRO,6170026.943521738
5953,2021-11-09,FRO,6189949.218849778
5954,2021-11-10,FRO,6209555.488067508
5955,2021-11-11,FRO,6228846.4456938505
5956,2021-11-12,FRO,6247820.008172035
5957,2021-11-13,FRO,6266478.953577757
5958,2021-11-14,FRO,6284823.2819110155
5959,2021-11-15,FRO,6302856.46576643
5960,2021-11-16,FRO,6320580.588700771
5961,2021-11-17,FRO,6338099.828552604
5962,2021-11-18,FRO,6355328.759494305
5963,2021-11-19,FRO,6372271.548639417
5964,2021-11-20,FRO,6388930.974063635
5965,2021-11-21,FRO,6405310.508361578
5966,2021-11-22,FRO,6421414.318646789
5967,2021-11-23,FRO,6437243.793957114
5968,2021-11-24,FRO,6452802.406887174
5969,2021-11-25,FRO,6468093.630031586
5970,2021-11-26,FRO,6483120.241466045
5971,2021-11-27,FRO,6497883.6302284
5972,2021-11-28,FRO,6512387.963432193
5973,2021-11-29,FRO,6526635.324634194
5974,2021-11-30,FRO,6540629.186429024
5975,2021-12-01,FRO,6554371.632373452
5976,2021-12-02,FRO,6567866.1350620985
5977,2021-12-03,FRO,6581115.472570658
5978,2021-12-04,FRO,6594122.422974825
5979,2021-12-05,FRO,6606889.764350295
5980,2021-12-06,FRO,6619420.969291687
5981,2021-12-07,FRO,6631718.815874696
5982,2021-12-08,FRO,6643786.082175016
5983,2021-12-09,FRO,6655626.240787268
5984,2021-12-10,FRO,6667242.069787145
5985,2021-12-11,FRO,6678637.73628819
5986,2021-12-12,FRO,6689814.629328251
5987,2021-12-13,FRO,6700776.221501946
5988,2021-12-14,FRO,6711526.679922819
5989,2021-12-15,FRO,6722068.08814764
5990,2021-12-16,FRO,6732404.613289952
5991,2021-12-17,FRO,6742537.644387603
5992,2021-12-18,FRO,6752471.348554134
5993,2021-12-19,FRO,6762209.198384166
5994,2021-12-20,FRO,6771753.971953392
5995,2021-12-21,FRO,6781107.058299661
5996,2021-12-22,FRO,6790274.013574362
5997,2021-12-23,FRO,6799256.226815343
5998,2021-12-24,FRO,6808058.55965507
5999,2021-12-25,FRO,6816681.012093544
6000,2021-12-26,FRO,6825128.44576323
6001,2021-12-27,FRO,6833403.638739824
6002,2021-12-28,FRO,6841509.369099021
6003,2021-12-29,FRO,6849448.414916515
6004,2021-12-30,FRO,6857224.94330585
6005,2021-12-31,FRO,6864838.954267025
6006,2022-01-01,FRO,6872294.614913583
6007,2022-01-02,FRO,6879596.78687799
6008,2022-01-03,FRO,6886745.470160246
6009,2022-01-04,FRO,6893744.831873894
6010,2022-01-05,FRO,6900597.650094628
6011,2022-01-06,FRO,6907305.313860297
6012,2022-01-07,FRO,6913870.601246595
6013,2022-01-08,FRO,6920296.984848142
6014,2022-01-09,FRO,6926587.937259555
6015,2022-01-10,FRO,6932744.152999759
6016,2022-01-11,FRO,6938769.104663372
6017,2022-01-12,FRO,6944664.875807166
6018,2022-01-13,FRO,6950434.244506836
6019,2022-01-14,FRO,6956079.988838077
6020,2022-01-15,FRO,6961602.803319812
6021,2022-01-16,FRO,6967008.244103432
6022,2022-01-17,FRO,6972294.922151089
6023,2022-01-18,FRO,6977467.004576325
6024,2022-01-19,FRO,6982527.269454837
6025,2022-01-20,FRO,6987477.1058244705
6026,2022-01-21,FRO,6992317.902723074
6027,2022-01-22,FRO,6997054.5217831135
6028,2022-01-23,FRO,7001685.573966742
6029,2022-01-24,FRO,7006215.226387501
6030,2021-10-27,FLK,5968797.725070596
6031,2021-10-28,FLK,5974184.413843274
6032,2021-10-29,FLK,5987453.892400622
6033,2021-10-30,FLK,6004657.126142144
6034,2021-10-31,FLK,6024010.590471625
6035,2021-11-01,FLK,6044465.561814189
6036,2021-11-02,FLK,6065410.168998003
6037,2021-11-03,FLK,6086488.123815179
6038,2021-11-04,FLK,6107497.321258903
6039,2021-11-05,FLK,6128321.776668906
6040,2021-11-06,FLK,6148896.89978528
6041,2021-11-07,FLK,6169186.575623989
6042,2021-11-08,FLK,6189170.663136244
6043,2021-11-09,FLK,6208839.439057112
6044,2021-11-10,FLK,6228186.652716279
6045,2021-11-11,FLK,6247209.526038051
6046,2021-11-12,FLK,6265909.448060274
6047,2021-11-13,FLK,6284285.029745102
6048,2021-11-14,FLK,6302339.743687153
6049,2021-11-15,FLK,6320075.673443198
6050,2021-11-16,FLK,6337496.9861267805
6051,2021-11-17,FLK,6354748.8361929655
6052,2021-11-18,FLK,6371709.682830095
6053,2021-11-19,FLK,6388385.08218956
6054,2021-11-20,FLK,6404777.117828131
6055,2021-11-21,FLK,6420891.345897198
6056,2021-11-22,FLK,6436731.23899138
6057,2021-11-23,FLK,6452299.575186372
6058,2021-11-24,FLK,6467599.827076793
6059,2021-11-25,FLK,6482634.7727383375
6060,2021-11-26,FLK,6497406.4957277775
6061,2021-11-27,FLK,6511919.163158655
6062,2021-11-28,FLK,6526174.164068818
6063,2021-11-29,FLK,6540176.360090733
6064,2021-11-30,FLK,6553927.140262246
6065,2021-12-01,FLK,6567429.282659054
6066,2021-12-02,FLK,6580686.259875774
6067,2021-12-03,FLK,6593701.544507027
6068,2021-12-04,FLK,6606475.831071734
6069,2021-12-05,FLK,6619015.3702402115
6070,2021-12-06,FLK,6631320.162012458
6071,2021-12-07,FLK,6643395.762539864
6072,2021-12-08,FLK,6655242.866341352
6073,2021-12-09,FLK,6666866.335049391
6074,2021-12-10,FLK,6678268.25222075
6075,2021-12-11,FLK,6689452.090450048
6076,2021-12-12,FLK,6700421.322331905
6077,2021-12-13,FLK,6711178.725942016
6078,2021-12-14,FLK,6721727.079356074
6079,2021-12-15,FLK,6732069.8551687
6080,2021-12-16,FLK,6742209.831455588
6081,2021-12-17,FLK,6752150.4808113575
6082,2021-12-18,FLK,6761893.886792779
6083,2021-12-19,FLK,6771444.911032319
6084,2021-12-20,FLK,6780804.248048902
6085,2021-12-21,FLK,6789977.4539939165
6086,2021-12-22,FLK,6798965.917905211
6087,2021-12-23,FLK,6807772.417858481
6088,2021-12-24,FLK,6816401.815486193
6089,2021-12-25,FLK,6824854.805307269
6090,2021-12-26,FLK,6833135.554435253
6091,2021-12-27,FLK,6841246.84094584
6092,2021-12-28,FLK,6849191.442914724
6093,2021-12-29,FLK,6856972.138417602
6094,2021-12-30,FLK,6864592.40004909
6095,2021-12-31,FLK,6872054.311365962
6096,2022-01-01,FLK,6879360.650443912
6097,2022-01-02,FLK,6886514.195358634
6098,2022-01-03,FLK,6893518.418704748
6099,2022-01-04,FLK,6900374.709520102
6100,2022-01-05,FLK,6907087.234918237
6101,2022-01-06,FLK,6913657.383937001
6102,2022-01-07,FLK,6920089.323689938
6103,2022-01-08,FLK,6926383.74869597
6104,2022-01-09,FLK,6932544.82606864
6105,2022-01-10,FLK,6938573.944845796
6106,2022-01-11,FLK,6944474.577622056
6107,2022-01-12,FLK,6950248.113435268
6108,2022-01-13,FLK,6955898.024880052
6109,2022-01-14,FLK,6961425.006475329
6110,2022-01-15,FLK,6966833.225334644
6111,2022-01-16,FLK,6972124.070495844
6112,2022-01-17,FLK,6977299.625515699
6113,2022-01-18,FLK,6982363.36298883
6114,2022-01-19,FLK,6987316.671953082
6115,2022-01-20,FLK,6992162.330484152
6116,2022-01-21,FLK,6996901.033100963
6117,2022-01-22,FLK,7001536.252398133
6118,2022-01-23,FLK,7006069.377413511
6119,2022-01-24,FLK,7010503.186222792
6120,2021-10-27,FJI,5868043.864800811
6121,2021-10-28,FJI,5892478.429576516
6122,2021-10-29,FJI,5916451.833786845
6123,2021-10-30,FJI,5939973.800696731
6124,2021-10-31,FJI,5963105.447971463
6125,2021-11-01,FJI,5985883.585114002
6126,2021-11-02,FJI,6008327.658654213
6127,2021-11-03,FJI,6030451.558970571
6128,2021-11-04,FJI,6052263.62029016
6129,2021-11-05,FJI,6073770.093283296
6130,2021-11-06,FJI,6094977.228620291
6131,2021-11-07,FJI,6115888.498895764
6132,2021-11-08,FJI,6136508.765742183
6133,2021-11-09,FJI,6156838.72367847
6134,2021-11-10,FJI,6176879.067223549
6135,2021-11-11,FJI,6196627.712820649
6136,2021-11-12,FJI,6216081.882394075
6137,2021-11-13,FJI,6235242.270462751
6138,2021-11-14,FJI,6254106.793469906
6139,2021-11-15,FJI,6272674.062377691
6140,2021-11-16,FJI,6290925.325175166
6141,2021-11-17,FJI,6308901.558478832
6142,2021-11-18,FJI,6326590.955466986
6143,2021-11-19,FJI,6343994.905177474
6144,2021-11-20,FJI,6361116.185685992
6145,2021-11-21,FJI,6377956.186030388
6146,2021-11-22,FJI,6394516.989767432
6147,2021-11-23,FJI,6410801.37497282
6148,2021-11-24,FJI,6426810.7306844
6149,2021-11-25,FJI,6442548.529496789
6150,2021-11-26,FJI,6458016.85496676
6151,2021-11-27,FJI,6473217.790651083
6152,2021-11-28,FJI,6488155.5036633015
6153,2021-11-29,FJI,6502831.383041263
6154,2021-11-30,FJI,6517248.2068606615
6155,2021-12-01,FJI,6531410.142235041
6156,2021-12-02,FJI,6545317.883683324
6157,2021-12-03,FJI,6558976.292837977
6158,2021-12-04,FJI,6572386.758736849
6159,2021-12-05,FJI,6585553.448493481
6160,2021-12-06,FJI,6598479.140183568
6161,2021-12-07,FJI,6611165.222844958
6162,2021-12-08,FJI,6623617.252629042
6163,2021-12-09,FJI,6635836.618573666
6164,2021-12-10,FJI,6647826.793273449
6165,2021-12-11,FJI,6659590.554804087
6166,2021-12-12,FJI,6671131.375760198
6167,2021-12-13,FJI,6682452.034217477
6168,2021-12-14,FJI,6693555.308251619
6169,2021-12-15,FJI,6704445.364976168
6170,2021-12-16,FJI,6715124.982466817
6171,2021-12-17,FJI,6725596.244280338
6172,2021-12-18,FJI,6735862.623011351
6173,2021-12-19,FJI,6745928.2857733965
6174,2021-12-20,FJI,6755795.316123247
6175,2021-12-21,FJI,6765467.186655521
6176,2021-12-22,FJI,6774945.9809269905
6177,2021-12-23,FJI,6784236.560570121
6178,2021-12-24,FJI,6793339.620103836
6179,2021-12-25,FJI,6802260.715679526
6180,2021-12-26,FJI,6811001.236335039
6181,2021-12-27,FJI,6819564.654664993
6182,2021-12-28,FJI,6827953.748745084
6183,2021-12-29,FJI,6836170.602132082
6184,2021-12-30,FJI,6844219.38193953
6185,2021-12-31,FJI,6852103.560762048
6186,2022-01-01,FJI,6859823.833118558
6187,2022-01-02,FJI,6867384.366122603
6188,2022-01-03,FJI,6874788.632368803
6189,2022-01-04,FJI,6882038.020895004
6190,2022-01-05,FJI,6889136.004295826
6191,2022-01-06,FJI,6896085.360646963
6192,2022-01-07,FJI,6902886.7844673395
6193,2022-01-08,FJI,6909547.220946193
6194,2022-01-09,FJI,6916065.281045675
6195,2022-01-10,FJI,6922445.826398253
6196,2022-01-11,FJI,6928690.246041775
6197,2022-01-12,FJI,6934802.012570858
6198,2022-01-13,FJI,6940782.515023351
6199,2022-01-14,FJI,6946635.920512795
6200,2022-01-15,FJI,6952362.923558116
6201,2022-01-16,FJI,6957966.302235007
6202,2022-01-17,FJI,6963449.529138088
6203,2022-01-18,FJI,6968813.993305206
6204,2022-01-19,FJI,6974061.778293133
6205,2022-01-20,FJI,6979195.662177563
6206,2022-01-21,FJI,6984217.728515267
6207,2022-01-22,FJI,6989130.755381942
6208,2022-01-23,FJI,6993935.43729651
6209,2022-01-24,FJI,6998635.941372514
6210,2021-10-27,FIN,5918335.369108081
6211,2021-10-28,FIN,5932052.11785233
6212,2021-10-29,FIN,5950025.573080301
6213,2021-10-30,FIN,5970049.942690134
6214,2021-10-31,FIN,5991135.537215471
6215,2021-11-01,FIN,6012696.877203584
6216,2021-11-02,FIN,6034393.648381829
6217,2021-11-03,FIN,6056029.996413708
6218,2021-11-04,FIN,6077492.714714646
6219,2021-11-05,FIN,6098717.213024735
6220,2021-11-06,FIN,6119666.681841016
6221,2021-11-07,FIN,6140321.674633622
6222,2021-11-08,FIN,6160673.857175469
6223,2021-11-09,FIN,6180717.673315167
6224,2021-11-10,FIN,6200451.734014869
6225,2021-11-11,FIN,6219873.261198878
6226,2021-11-12,FIN,6238982.254867196
6227,2021-11-13,FIN,6257778.715019822
6228,2021-11-14,FIN,6276265.419732451
6229,2021-11-15,FIN,6294443.758042932
6230,2021-11-16,FIN,6312314.424470186
6231,2021-11-17,FIN,6329963.539360762
6232,2021-11-18,FIN,6347321.650822282
6233,2021-11-19,FIN,6364394.315006137
6234,2021-11-20,FIN,6381183.615469098
6235,2021-11-21,FIN,6397692.3302868605
6236,2021-11-22,FIN,6413923.237535119
6237,2021-11-23,FIN,6429880.504327416
6238,2021-11-24,FIN,6445565.5197016
6239,2021-11-25,FIN,6460981.061733365
6240,2021-11-26,FIN,6476131.297536254
6241,2021-11-27,FIN,6491017.616148114
6242,2021-11-28,FIN,6505642.795644641
6243,2021-11-29,FIN,6520009.614101529
6244,2021-11-30,FIN,6534121.544113398
6245,2021-12-01,FIN,6547982.058274865
6246,2021-12-02,FIN,6561591.851104856
6247,2021-12-03,FIN,6574955.089716911
6248,2021-12-04,FIN,6588074.5521867275
6249,2021-12-05,FIN,6600953.711108923
6250,2021-12-06,FIN,6613594.650040269
6251,2021-12-07,FIN,6626000.841575384
6252,2021-12-08,FIN,6638175.7583088875
6253,2021-12-09,FIN,6650122.178316474
6254,2021-12-10,FIN,6661842.185154915
6255,2021-12-11,FIN,6673339.945937753
6256,2021-12-12,FIN,6684618.238740683
6257,2021-12-13,FIN,6695680.536158323
6258,2021-12-14,FIN,6706528.921747446
6259,2021-12-15,FIN,6717168.257140517
6260,2021-12-16,FIN,6727599.931375384
6261,2021-12-17,FIN,6737827.417046666
6262,2021-12-18,FIN,6747854.1867489815
6263,2021-12-19,FIN,6757683.713076949
6264,2021-12-20,FIN,6767317.385068417
6265,2021-12-21,FIN,6776760.06435585
6266,2021-12-22,FIN,6786013.834496021
6267,2021-12-23,FIN,6795081.473564625
6268,2021-12-24,FIN,6803967.843194127
6269,2021-12-25,FIN,6812672.943384528
6270,2021-12-26,FIN,6821203.024806142
6271,2021-12-27,FIN,6829557.392940044
6272,2021-12-28,FIN,6837742.29845655
6273,2021-12-29,FIN,6845759.130393505
6274,2021-12-30,FIN,6853610.666826606
6275,2021-12-31,FIN,6861300.380350471
6276,2022-01-01,FIN,6868830.354521871
6277,2022-01-02,FIN,6876203.367416501
6278,2022-01-03,FIN,6883424.280666828
6279,2022-01-04,FIN,6890492.399753928
6280,2022-01-05,FIN,6897412.586310267
6281,2022-01-06,FIN,6904188.312930465
6282,2022-01-07,FIN,6910819.57961452
6283,2022-01-08,FIN,6917311.2479949
6284,2022-01-09,FIN,6923665.401628375
6285,2022-01-10,FIN,6929884.124071717
6286,2022-01-11,FIN,6935970.193400621
6287,2022-01-12,FIN,6941925.693171859
6288,2022-01-13,FIN,6947754.095980048
6289,2022-01-14,FIN,6953457.485381961
6290,2022-01-15,FIN,6959037.250415444
6291,2022-01-16,FIN,6964496.8636751175
6292,2022-01-17,FIN,6969838.4087177515
6293,2022-01-18,FIN,6975064.663619041
6294,2022-01-19,FIN,6980177.017416835
6295,2022-01-20,FIN,6985177.553667903
6296,2022-01-21,FIN,6990069.050447941
6297,2022-01-22,FIN,6994854.980351567
6298,2022-01-23,FIN,6999533.259822011
6299,2022-01-24,FIN,7004111.528567433
6300,2021-10-27,FRA,5939628.624791622
6301,2021-10-28,FRA,5950227.678087115
6302,2021-10-29,FRA,5966434.277173042
6303,2021-10-30,FRA,5985383.531488895
6304,2021-10-31,FRA,6005796.13717711
6305,2021-11-01,FRA,6026914.374091864
6306,2021-11-02,FRA,6048299.306273341
6307,2021-11-03,FRA,6069695.350757599
6308,2021-11-04,FRA,6090955.9640517235
6309,2021-11-05,FRA,6111997.803884864
6310,2021-11-06,FRA,6132776.421045899
6311,2021-11-07,FRA,6153263.340258956
6312,2021-11-08,FRA,6173446.75470233
6313,2021-11-09,FRA,6193319.024667859
6314,2021-11-10,FRA,6212875.288523078
6315,2021-11-11,FRA,6232115.546267986
6316,2021-11-12,FRA,6251040.492421508
6317,2021-11-13,FRA,6269650.126983643
6318,2021-11-14,FRA,6287946.533511162
6319,2021-11-15,FRA,6305932.490079761
6320,2021-11-16,FRA,6323602.440538049
6321,2021-11-17,FRA,6341073.064065218
6322,2021-11-18,FRA,6358253.378682256
6323,2021-11-19,FRA,6375148.246021628
6324,2021-11-20,FRA,6391759.749640107
6325,2021-11-21,FRA,6408092.056651235
6326,2021-11-22,FRA,6424148.63964963
6327,2021-11-23,FRA,6439931.582192063
6328,2021-11-24,FRA,6455444.356873155
6329,2021-11-25,FRA,6470690.436287522
6330,2021-11-26,FRA,6485671.209473014
6331,2021-11-27,FRA,6500390.149024248
6332,2021-11-28,FRA,6514850.03301692
6333,2021-11-29,FRA,6529053.639526725
6334,2021-11-30,FRA,6543004.441148281
6335,2021-12-01,FRA,6556703.826919436
6336,2021-12-02,FRA,6570156.658472657
6337,2021-12-03,FRA,6583363.630326867
6338,2021-12-04,FRA,6596328.909595609
6339,2021-12-05,FRA,6609055.274354577
6340,2021-12-06,FRA,6621546.891717315
6341,2021-12-07,FRA,6633804.456202745
6342,2021-12-08,FRA,6645832.8294433355
6343,2021-12-09,FRA,6657634.094995856
6344,2021-12-10,FRA,6669211.7254549265
6345,2021-12-11,FRA,6680569.887934089
6346,2021-12-12,FRA,6691709.97147119
6347,2021-12-13,FRA,6702635.4486608505
6348,2021-12-14,FRA,6713349.792097688
6349,2021-12-15,FRA,6723855.085338473
6350,2021-12-16,FRA,6734156.190015674
6351,2021-12-17,FRA,6744255.884204984
6352,2021-12-18,FRA,6754155.556944251
6353,2021-12-19,FRA,6763860.069865942
6354,2021-12-20,FRA,6773371.506526828
6355,2021-12-21,FRA,6782691.95048368
6356,2021-12-22,FRA,6791826.957887888
6357,2021-12-23,FRA,6800778.612296224
6358,2021-12-24,FRA,6809549.691784382
6359,2021-12-25,FRA,6818141.58539021
6360,2021-12-26,FRA,6826559.849265099
6361,2021-12-27,FRA,6834806.566965818
6362,2021-12-28,FRA,6842882.433011293
6363,2021-12-29,FRA,6850793.698071837
6364,2021-12-30,FRA,6858541.056666374
6365,2021-12-31,FRA,6866128.675908446
6366,2022-01-01,FRA,6873558.639354825
6367,2022-01-02,FRA,6880833.725081205
6368,2022-01-03,FRA,6887956.711163282
6369,2022-01-04,FRA,6894930.375676751
6370,2022-01-05,FRA,6901756.802178383
6371,2022-01-06,FRA,6908441.546819568
6372,2022-01-07,FRA,6914982.526043534
6373,2022-01-08,FRA,6921385.9905205965
6374,2022-01-09,FRA,6927653.329288602
6375,2022-01-10,FRA,6933786.625904322
6376,2022-01-11,FRA,6939790.047481298
6377,2022-01-12,FRA,6945663.594019532
6378,2022-01-13,FRA,6951411.4326325655
6379,2022-01-14,FRA,6957036.341396093
6380,2022-01-15,FRA,6962538.320310116
6381,2022-01-16,FRA,6967922.925526023
6382,2022-01-17,FRA,6973190.157043815
6383,2022-01-18,FRA,6978343.48745811
6384,2022-01-19,FRA,6983384.305806756
6385,2022-01-20,FRA,6988315.390165448
6386,2022-01-21,FRA,6993138.129572034
6387,2022-01-22,FRA,6997855.996621132
6388,2022-01-23,FRA,7002470.38035059
6389,2022-01-24,FRA,7006982.669798255
6390,2021-10-27,PYF,5942822.717321992
6391,2021-10-28,PYF,5953553.034694076
6392,2021-10-29,PYF,5969808.250104666
6393,2021-10-30,PYF,5988752.642788053
6394,2021-10-31,PYF,6009127.744454384
6395,2021-11-01,PYF,6030194.58696878
6396,2021-11-02,PYF,6051517.7069660425
6397,2021-11-03,PYF,6072847.772152543
6398,2021-11-04,PYF,6094041.711629987
6399,2021-11-05,PYF,6115020.350241065
6400,2021-11-06,PYF,6135737.84973681
6401,2021-11-07,PYF,6156169.207435966
6402,2021-11-08,PYF,6176303.311035752
6403,2021-11-09,PYF,6196131.826309085
6404,2021-11-10,PYF,6215649.891623497
6405,2021-11-11,PYF,6234854.03438437
6406,2021-11-12,PYF,6253742.865553856
6407,2021-11-13,PYF,6272314.996094108
6408,2021-11-14,PYF,6290571.815042973
6409,2021-11-15,PYF,6308513.322400451
6410,2021-11-16,PYF,6326139.518166542
6411,2021-11-17,PYF,6343568.470558286
6412,2021-11-18,PYF,6360707.808558822
6413,2021-11-19,PYF,6377561.004762769
6414,2021-11-20,PYF,6394133.615321517
6415,2021-11-21,PYF,6410425.640235066
6416,2021-11-22,PYF,6426442.635654807
6417,2021-11-23,PYF,6442187.379656434
6418,2021-11-24,PYF,6457661.261277795
6419,2021-11-25,PYF,6472868.447632432
6420,2021-11-26,PYF,6487811.716796041
6421,2021-11-27,PYF,6502493.152325392
6422,2021-11-28,PYF,6516915.532296181
6423,2021-11-29,PYF,6531083.02382195
6424,2021-11-30,PYF,6544997.015940547
6425,2021-12-01,PYF,6558660.981246591
6426,2021-12-02,PYF,6572077.697815776
6427,2021-12-03,PYF,6585249.943723798
6428,2021-12-04,PYF,6598180.497046351
6429,2021-12-05,PYF,6610873.524896979
6430,2021-12-06,PYF,6623330.416313529
6431,2021-12-07,PYF,6635554.643890619
6432,2021-12-08,PYF,6647549.680222869
6433,2021-12-09,PYF,6659318.997904897
6434,2021-12-10,PYF,6670865.375012398
6435,2021-12-11,PYF,6682190.895102143
6436,2021-12-12,PYF,6693299.725287676
6437,2021-12-13,PYF,6704194.6436446905
6438,2021-12-14,PYF,6714878.428248882
6439,2021-12-15,PYF,6725354.55169487
6440,2021-12-16,PYF,6735626.486577272
6441,2021-12-17,PYF,6745697.010971785
6442,2021-12-18,PYF,6755568.208435178
6443,2021-12-19,PYF,6765244.246080995
6444,2021-12-20,PYF,6774727.90198493
6445,2021-12-21,PYF,6784022.648741603
6446,2021-12-22,PYF,6793131.264426708
6447,2021-12-23,PYF,6802055.1380780935
6448,2021-12-24,PYF,6810799.825847149
6449,2021-12-25,PYF,6819367.411290646
6450,2021-12-26,PYF,6827760.672484279
6451,2021-12-27,PYF,6835982.387503743
6452,2021-12-28,PYF,6844034.63990581
6453,2021-12-29,PYF,6851922.291322947
6454,2021-12-30,PYF,6859646.730792999
6455,2021-12-31,PYF,6867210.736391664
6456,2022-01-01,PYF,6874618.475232482
6457,2022-01-02,PYF,6881870.641834378
6458,2022-01-03,PYF,6888972.097829819
6459,2022-01-04,PYF,6895924.926775575
6460,2022-01-05,PYF,6902730.517709494
6461,2022-01-06,PYF,6909393.732264042
6462,2022-01-07,PYF,6915915.959477067
6463,2022-01-08,PYF,6922299.28290534
6464,2022-01-09,PYF,6928546.480624557
6465,2022-01-10,PYF,6934661.025229335
6466,2022-01-11,PYF,6940645.000276446
6467,2022-01-12,PYF,6946501.183841586
6468,2022-01-13,PYF,6952230.964962602
6469,2022-01-14,PYF,6957837.121715188
6470,2022-01-15,PYF,6963323.126693964
6471,2022-01-16,PYF,6968690.368936777
6472,2022-01-17,PYF,6973940.932000399
6473,2022-01-18,PYF,6979077.593960524
6474,2022-01-19,PYF,6984102.438373923
6475,2022-01-20,PYF,6989017.548797369
6476,2022-01-21,PYF,6993825.008787632
6477,2022-01-22,PYF,6998528.290939331
6478,2022-01-23,PYF,7003126.700733542
6479,2022-01-24,PYF,7007625.794321656
6480,2021-10-27,GAB,5905092.976788759
6481,2021-10-28,GAB,5927536.355810046
6482,2021-10-29,GAB,5950120.722172856
6483,2021-10-30,GAB,5972491.871226072
6484,2021-10-31,GAB,5994640.0797047615
6485,2021-11-01,GAB,6016557.707900763
6486,2021-11-02,GAB,6038239.894181609
6487,2021-11-03,GAB,6059685.9440283775
6488,2021-11-04,GAB,6080900.719073534
6489,2021-11-05,GAB,6101875.19057107
6490,2021-11-06,GAB,6122605.885926366
6491,2021-11-07,GAB,6143085.165431261
6492,2021-11-08,GAB,6163309.556491137
6493,2021-11-09,GAB,6183273.502954602
6494,2021-11-10,GAB,6202970.059632421
6495,2021-11-11,GAB,6222396.448448896
6496,2021-11-12,GAB,6241506.136636138
6497,2021-11-13,GAB,6260297.040637374
6498,2021-11-14,GAB,6278766.382376909
6499,2021-11-15,GAB,6296916.245411515
6500,2021-11-16,GAB,6314747.324260116
